Trajectory_logits_pLDDT,Trajectory_softmax_pLDDT,Trajectory_one-hot_pLDDT,Trajectory_final_pLDDT,Trajectory_Contacts,Trajectory_Clashes,Trajectory_WrongHotspot,MPNN_score,MPNN_seq_recovery,pLDDT,pTM,i_pTM,pAE,i_pAE,i_pLDDT,ss_pLDDT,Unrelaxed_Clashes,Relaxed_Clashes,Binder_Energy_Score,Surface_Hydrophobicity,ShapeComplementarity,PackStat,dG,dSASA,dG/dSASA,Interface_SASA_%,Interface_Hydrophobicity,n_InterfaceResidues,n_InterfaceHbonds,InterfaceHbondsPercentage,n_InterfaceUnsatHbonds,InterfaceUnsatHbondsPercentage,Interface_Helix%,Interface_BetaSheet%,Interface_Loop%,Binder_Helix%,Binder_BetaSheet%,Binder_Loop%,InterfaceAAs_A,InterfaceAAs_C,InterfaceAAs_D,InterfaceAAs_E,InterfaceAAs_F,InterfaceAAs_G,InterfaceAAs_H,InterfaceAAs_I,InterfaceAAs_K,InterfaceAAs_L,InterfaceAAs_M,InterfaceAAs_N,InterfaceAAs_P,InterfaceAAs_Q,InterfaceAAs_R,InterfaceAAs_S,InterfaceAAs_T,InterfaceAAs_V,InterfaceAAs_W,InterfaceAAs_Y,Hotspot_RMSD,Target_RMSD,Binder_pLDDT,Binder_pTM,Binder_pAE,Binder_RMSD
2,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
